key_value,hana_count,dremio_count,difference,match
254000011120,3,3,0,True
254000011121,3,3,0,True
254000011122,3,3,0,True
254000011123,3,3,0,True
254000011124,3,3,0,True
254000011125,3,3,0,True
254000011126,3,3,0,True
254000011127,3,3,0,True
254000011128,3,3,0,True
254000011129,4,4,0,True
254000011130,4,4,0,True
254000011131,4,4,0,True
254000011119,3,3,0,True
254000011183,3,3,0,True
254000011184,3,3,0,True
254000011185,3,3,0,True
254000011186,3,3,0,True
254000011187,3,3,0,True
254000011188,3,3,0,True
254000011189,3,3,0,True
254000011190,3,3,0,True
254000011191,3,3,0,True
254000011192,3,3,0,True
254000011193,3,3,0,True
254000011157,3,3,0,True
254000011195,3,3,0,True
254000011196,3,3,0,True
254000011197,3,3,0,True
254000011198,3,3,0,True
254000011199,3,3,0,True
254000011200,3,3,0,True
254000011201,3,3,0,True
254000011202,3,3,0,True
254000011203,3,3,0,True
254000011204,3,3,0,True
254000011205,3,3,0,True
254000011206,3,3,0,True
254000011194,3,3,0,True
254000011158,3,3,0,True
254000011159,3,3,0,True
254000011160,3,3,0,True
254000011161,3,3,0,True
254000011162,3,3,0,True
254000011163,3,3,0,True
254000011164,3,3,0,True
254000011165,3,3,0,True
254000011166,3,3,0,True
254000011167,3,3,0,True
254000011168,3,3,0,True
254000011182,3,3,0,True
254000011170,3,3,0,True
254000011171,3,3,0,True
254000011172,3,3,0,True
254000011173,3,3,0,True
254000011174,3,3,0,True
254000011175,3,3,0,True
254000011176,3,3,0,True
254000011177,3,3,0,True
254000011178,3,3,0,True
254000011179,3,3,0,True
254000011180,3,3,0,True
254000011181,3,3,0,True
254000011169,3,3,0,True
263000012598,4,4,0,True
263000012599,3,3,0,True
263000012600,3,3,0,True
263000012601,3,3,0,True
263000012602,3,3,0,True
263000012603,3,3,0,True
263000012604,3,3,0,True
263000012605,3,3,0,True
263000012606,3,3,0,True
263000012607,3,3,0,True
263000012608,3,3,0,True
263000012094,3,3,0,True
263000012610,3,3,0,True
263000012611,3,3,0,True
263000012612,3,3,0,True
263000012613,3,3,0,True
263000012614,3,3,0,True
263000012615,3,3,0,True
263000012616,3,3,0,True
263000012617,3,3,0,True
263000012618,3,3,0,True
263000012619,3,3,0,True
263000012620,3,3,0,True
263000012609,4,4,0,True
263000012573,3,3,0,True
263000012574,3,3,0,True
263000012575,3,3,0,True
263000012576,3,3,0,True
263000012577,3,3,0,True
263000012578,3,3,0,True
263000012579,3,3,0,True
263000012580,3,3,0,True
263000012581,3,3,0,True
263000012582,3,3,0,True
263000012583,3,3,0,True
263000012597,3,3,0,True
263000012585,3,3,0,True
263000012586,3,3,0,True
263000012587,3,3,0,True
263000012588,3,3,0,True
263000012589,3,3,0,True
263000012590,3,3,0,True
263000012591,3,3,0,True
263000012592,3,3,0,True
263000012593,3,3,0,True
263000012594,4,4,0,True
263000012595,4,4,0,True
263000012596,3,3,0,True
263000012584,3,3,0,True
263000012647,3,3,0,True
263000012648,3,3,0,True
263000012649,3,3,0,True
263000012650,3,3,0,True
263000012651,3,3,0,True
263000012652,3,3,0,True
263000012653,3,3,0,True
263000012654,3,3,0,True
263000012655,3,3,0,True
263000012656,3,3,0,True
263000012657,3,3,0,True
263000012621,3,3,0,True
263000012659,3,3,0,True
263000012660,3,3,0,True
263000012661,3,3,0,True
263000012662,3,3,0,True
263000012663,3,3,0,True
263000012664,3,3,0,True
263000012665,3,3,0,True
263000012666,3,3,0,True
263000012667,3,3,0,True
263000012668,3,3,0,True
263000012669,3,3,0,True
263000012670,3,3,0,True
263000012658,3,3,0,True
263000012622,3,3,0,True
263000012623,3,3,0,True
263000012624,3,3,0,True
263000012625,3,3,0,True
263000012626,3,3,0,True
263000012627,3,3,0,True
263000012628,3,3,0,True
263000012629,3,3,0,True
263000012630,3,3,0,True
263000012631,3,3,0,True
263000012632,3,3,0,True
263000012646,3,3,0,True
263000012634,3,3,0,True
263000012635,3,3,0,True
263000012636,3,3,0,True
263000012637,3,3,0,True
263000012638,4,4,0,True
263000012639,3,3,0,True
263000012640,3,3,0,True
263000012641,3,3,0,True
263000012642,3,3,0,True
263000012643,3,3,0,True
263000012644,3,3,0,True
263000012645,3,3,0,True
263000012633,3,3,0,True
263000012499,3,3,0,True
263000012500,3,3,0,True
263000012501,3,3,0,True
263000012502,3,3,0,True
263000012503,3,3,0,True
263000012504,3,3,0,True
263000012505,3,3,0,True
263000012506,3,3,0,True
263000012507,3,3,0,True
263000012508,4,4,0,True
263000012509,3,3,0,True
263000012572,3,3,0,True
263000012511,3,3,0,True
263000012512,3,3,0,True
263000012513,3,3,0,True
263000012514,3,3,0,True
263000012515,3,3,0,True
263000012516,3,3,0,True
263000012517,3,3,0,True
263000012518,3,3,0,True
263000012519,3,3,0,True
263000012520,3,3,0,True
263000012521,3,3,0,True
263000012510,3,3,0,True
263000012474,3,3,0,True
263000012475,3,3,0,True
263000012476,3,3,0,True
263000012477,3,3,0,True
263000012478,3,3,0,True
263000012479,3,3,0,True
263000012480,3,3,0,True
263000012481,3,3,0,True
263000012482,3,3,0,True
263000012483,3,3,0,True
263000012484,3,3,0,True
263000012498,3,3,0,True
263000012486,3,3,0,True
263000012487,3,3,0,True
263000012488,3,3,0,True
263000012489,3,3,0,True
263000012490,3,3,0,True
263000012491,3,3,0,True
263000012492,3,3,0,True
263000012493,3,3,0,True
263000012494,3,3,0,True
263000012495,3,3,0,True
263000012496,3,3,0,True
263000012497,3,3,0,True
263000012485,3,3,0,True
263000012548,3,3,0,True
263000012549,3,3,0,True
263000012550,3,3,0,True
263000012551,3,3,0,True
263000012552,3,3,0,True
263000012553,3,3,0,True
263000012554,3,3,0,True
263000012555,3,3,0,True
263000012556,3,3,0,True
263000012557,3,3,0,True
263000012558,3,3,0,True
263000012522,3,3,0,True
263000012560,3,3,0,True
263000012561,3,3,0,True
263000012562,3,3,0,True
263000012563,3,3,0,True
263000012564,3,3,0,True
263000012565,3,3,0,True
263000012566,3,3,0,True
263000012567,3,3,0,True
263000012568,3,3,0,True
263000012569,3,3,0,True
263000012570,3,3,0,True
263000012571,3,3,0,True
263000012559,3,3,0,True
263000012523,3,3,0,True
263000012524,3,3,0,True
263000012525,3,3,0,True
263000012526,3,3,0,True
263000012527,3,3,0,True
263000012528,3,3,0,True
263000012529,3,3,0,True
263000012530,3,3,0,True
263000012531,3,3,0,True
263000012532,3,3,0,True
263000012533,3,3,0,True
263000012547,3,3,0,True
263000012535,3,3,0,True
263000012536,3,3,0,True
263000012537,3,3,0,True
263000012538,3,3,0,True
263000012539,3,3,0,True
263000012540,3,3,0,True
263000012541,3,3,0,True
263000012542,3,3,0,True
263000012543,3,3,0,True
263000012544,3,3,0,True
263000012545,3,3,0,True
263000012546,3,3,0,True
263000012534,3,3,0,True
264000162666,5,5,0,True
264000167106,4,4,0,True
264000201601,5,5,0,True
264000206366,3,3,0,True
264000207429,3,3,0,True
264000207432,4,4,0,True
264000207433,4,4,0,True
264000207808,4,4,0,True
264000208080,2,2,0,True
264000209370,3,3,0,True
264000213670,4,4,0,True
263000012671,3,3,0,True
264000222041,3,3,0,True
264000222043,2,2,0,True
264000226182,2,2,0,True
264000237208,5,5,0,True
264000237846,3,3,0,True
264000250670,3,3,0,True
264000250672,3,3,0,True
264000250673,3,3,0,True
264000250676,2,2,0,True
264000251137,3,3,0,True
264000258707,5,5,0,True
264000216234,2,2,0,True
263000012771,4,4,0,True
263000012772,4,4,0,True
263000012773,4,4,0,True
263000012774,4,4,0,True
263000012775,4,4,0,True
263000012776,4,4,0,True
263000012777,4,4,0,True
263000012778,4,4,0,True
263000012779,3,3,0,True
263000012780,3,3,0,True
264000036363,2,2,0,True
264000162665,6,6,0,True
264000039162,1,1,0,True
264000039211,1,1,0,True
264000039374,1,1,0,True
264000039481,1,1,0,True
264000070667,3,3,0,True
264000073642,5,5,0,True
264000091928,2,2,0,True
264000096791,3,3,0,True
264000097286,3,3,0,True
